state,electrode,acc_reference_pct,acc_both_pct,gain_pts,gain_ci_lo,gain_ci_hi,p_gain_maxstat,n_subjects,n_trials,n_bootstraps,n_perm
NREM,Fz,55.21537897186808,57.558148654118604,2.342769682250556,-0.048952641165753964,4.566889293665255,0.6623376623376623,36,61,200,1000
NREM,Cz,55.55656749645822,56.22124822910345,0.664680732645213,-1.3790224650880496,3.026525500910745,0.7912087912087912,36,61,200,1000
NREM,Pz,55.32212608783647,58.17886055454362,2.8567344667071444,0.5198846387370948,5.43949858328273,0.6293706293706294,36,61,200,1000
NREM,C3,55.34938524590163,56.38868650070833,1.0393012548067189,-0.9950541388382784,3.153081360048571,0.7532467532467533,36,61,200,1000
NREM,C4,55.028296397490365,56.08832979154016,1.0600333940497877,-0.952109896782027,3.7758044930176045,0.7512487512487512,36,61,200,1000
NREM,T3,50.878377352762605,54.336786581663624,3.458409228901033,-0.9353496255818685,13.46058490184173,0.5804195804195804,36,61,200,1000
NREM,T4,50.3711672738312,50.83758348512447,0.4664162112932605,-3.4796852863792753,9.487768164339203,0.8121878121878122,36,61,200,1000
NREM,Fp1,51.574036126290245,53.499886156648444,1.9258500303582256,-2.1406344869459666,11.769694899817852,0.6913086913086913,36,61,200,1000
NREM,Fp2,52.46545486743577,53.08325743776564,0.6178025703298932,-2.715037441813396,9.113223537745379,0.7952047952047953,36,61,200,1000
NREM,O1,54.70293209876546,58.98786935842947,4.2849372596640345,1.8718376846792135,7.25941105039467,0.5234765234765235,36,61,200,1000
NREM,O2,56.03591125278283,60.12064865411858,4.084737401335763,1.550672940700256,6.566484517304186,0.5424575424575424,36,61,200,1000
NREM,F3,55.43161809350332,55.8318913175471,0.40027322404371646,-1.4394859340214452,2.7332523780611253,0.8181818181818182,36,61,200,1000
NREM,F4,55.59661505768062,55.798396073669295,0.20178101598866555,-1.7880995749848252,2.607012750455357,0.8371628371628371,36,61,200,1000
NREM,P3,55.01356000809555,58.333320684072035,3.319760675976523,0.9886662618903028,6.12085104229913,0.5864135864135864,36,61,200,1000
NREM,P4,55.208017101801246,58.24714126695007,3.0391241651487575,0.7391595830803488,5.459231430884434,0.6193806193806194,36,61,200,1000
NREM,FC1,55.782141772920426,57.05601092896171,1.273869156041287,-0.5907205019226871,4.010321797207052,0.7302697302697303,36,61,200,1000
NREM,FC2,54.52889091277069,56.86126290224652,2.3323719894758157,0.23489678202792963,4.609517304189441,0.6643356643356644,36,61,200,1000
NREM,CP1,54.84055606152604,57.517076502732266,2.6765204412062356,0.39288605545436095,4.952059299736892,0.6393606393606394,36,61,200,1000
NREM,CP2,55.06652246508803,57.65997520744788,2.5934527423598452,0.47630793361667484,4.860858125885449,0.6473526473526473,36,61,200,1000
