state,electrode,acc_reference_pct,acc_both_pct,gain_pts,gain_ci_lo,gain_ci_hi,p_gain_maxstat,n_subjects,n_trials,n_bootstraps,n_perm
SWS,Fz,55.165047561222394,57.696443027727305,2.5313954665047587,0.2858733049989956,5.592554644808745,0.6903096903096904,36,61,1000,1000
SWS,Cz,56.1697126087836,57.37235883424413,1.2026462254604342,-0.7135448289819851,3.0995117385144697,0.7752247752247752,36,61,1000,1000
SWS,Pz,53.00761232544016,59.4509233960736,6.4433110706334755,3.9741449099372663,9.055289921068619,0.48951048951048953,36,61,1000,1000
SWS,C3,55.18117789921069,57.06553835256018,1.884360453349526,-0.36429872495445936,4.303468427443839,0.7262737262737263,36,61,1000,1000
SWS,C4,53.93487654320982,57.286482999392796,3.3516064561829517,1.130527727180723,5.894808743169415,0.6393606393606394,36,61,1000,1000
SWS,T3,45.36376745598057,56.77808136004858,11.414313904067985,3.189700971463273,19.01886004857316,0.22477522477522477,36,61,1000,1000
SWS,T4,41.615181643392056,52.62396782027928,11.008786176887257,3.4602054240032287,15.501100485731627,0.23976023976023977,36,61,1000,1000
SWS,Fp1,40.66409886662617,52.706924205626436,12.042825339000204,4.963253895972478,16.267708965796405,0.1928071928071928,36,61,1000,1000
SWS,Fp2,41.716659077109895,52.4334446468326,10.716785569722742,1.7170107265735701,15.367144808743173,0.25374625374625376,36,61,1000,1000
SWS,O1,49.757141772920455,58.14918032786891,8.392038554948389,5.1328172434729815,15.385043513458818,0.37362637362637363,36,61,1000,1000
SWS,O2,51.67345679012348,61.57817496458207,9.904718174458612,7.588418336369159,12.361427342643184,0.3036963036963037,36,61,1000,1000
SWS,F3,54.24941813398093,55.42412214126695,1.174704007285975,-0.9968250354179267,3.4532483302974986,0.7752247752247752,36,61,1000,1000
SWS,F4,52.98017607771703,55.81935589961561,2.8391798218984063,0.738337381096956,5.188916717263696,0.6723276723276723,36,61,1000,1000
SWS,P3,53.29556769884639,59.643275652701824,6.347707953855504,3.748165857113959,9.478470957296095,0.4925074925074925,36,61,1000,1000
SWS,P4,52.686885245901706,60.04196265938068,7.355077413479049,5.041805808540785,10.052873912163522,0.4385614385614386,36,61,1000,1000
SWS,FC1,55.942056263914196,58.21907255616268,2.2770162922485335,0.23907103825137563,4.379490487755518,0.7082917082917083,36,61,1000,1000
SWS,FC2,55.54901841732447,58.62823315118397,3.07921473385954,1.1408368751264915,5.389028030763008,0.6563436563436563,36,61,1000,1000
SWS,CP1,53.5208485124468,57.842939182351806,4.322090669904885,1.7324428253390087,8.139040680024289,0.5924075924075924,36,61,1000,1000
SWS,CP2,53.713823112730196,58.86466555353162,5.150842440801459,2.819899817850638,8.32631299332118,0.5464535464535465,36,61,1000,1000
